,word,frequency
669,"agonizes AE G AH N AY Z IH Z
",2
670,"agonizing AE G AH N AY Z IH NG
",3
671,"agony AE G AH N IY
",9
672,"agrarian AH G R EH R IY AH N
",8
673,"agree AH G R IY
",51
674,"agreeable AH G R IY AH B AH L
",11
675,"agreed AH G R IY D
",81
676,"agreeing AH G R IY IH NG
",7
677,"agreement AH G R IY M AH N T
",106
678,"agreements AH G R IY M AH N T S
",15
679,"agrees AH G R IY Z
",11
680,"agricultural AE G R AH K AH L CH ER AH L
",38
681,"agriculturally AE G R IH K AH L CH ER AH L IY
",1
682,"agriculture AE G R IH K AH L CH ER
",23
683,"agriculture's AE G R IH K AH L CH ER Z
",1
684,"agrippa AH G R IH P AH
",1
685,"ague EY G Y UW
",1
686,"ah AA
",22
687,"ahah AA HH AA
",1
688,"ahead AH HH EH D
",109
689,"ahmad AA M AA D
",1
690,"ahrens AA R IH N Z
",1
691,"ai AY
",1
692,"aid EY D
",134
693,"aid's EY D Z
",1
694,"aida AY IY D AH
",1
695,"aide EY D
",9
696,"aided EY D AH D
",11
697,"aides EY D Z
",4
698,"aiding EY D IH NG
",7
699,"aids EY D Z
",27
700,"aiken EY K IH N
",1
701,"aikin EY K IH N
",1
702,"ailerons EY L ER AA N Z
",1
703,"ailey EY L IY
",2
704,"ailing EY L IH NG
",2
705,"ailment EY L M AH N T
",4
706,"ailments EY L M AH N T S
",6
707,"aim EY M
",37
708,"aimed EY M D
",24
709,"aiming EY M IH NG
",5
710,"aimless EY M L AH S
",5
711,"aimlessly EY M L AH S L IY
",1
712,"aims EY M Z
",16
713,"ain't EY N T
",46
714,"ainsley EY N S L IY
",1
715,"ainsworth EY N S W ER TH
",1
716,"ainu EY N UW
",1
717,"air EH R
",257
718,"air-conditioning EH R K AH N D IH SH AH N IH NG
",2
719,"airborne EH R B AO R N
",7
720,"aircraft EH R K R AE F T
",70
721,"aircraft's EH R K R AE F T S
",1
722,"airdrops EH R D R AA P S
",1
723,"aired EH R D
",2
724,"airedale EH R D EY L
",1
725,"airfield EH R F IY L D
",5
726,"airfields EH R F IY L D Z
",6
727,"airflow EH R F L OW
",1
728,"airframe EH R F R EY M
",1
729,"airless EH R L AH S
",2
730,"airlift EH R L IH F T
",1
731,"airline EH R L AY N
",2
732,"airline's EH R L AY N Z
",1
733,"airlines EH R L AY N Z
",5
734,"airlock EH R L AO K
",1
735,"airmail EH R M EY L
",4
736,"airman's EH R M AH N Z
",1
737,"airmen EH R M EH N
",1
738,"airplane EH R P L EY N
",11
739,"airplanes EH R P L EY N Z
",10
740,"airport EH R P AO R T
",19
741,"airports EH R P AO R T S
",4
742,"airs EH R Z
",3
743,"airspeed EH R S P IY D
",1
744,"airstrip EH R S T R IH P
",2
745,"airstrips EH R S T R IH P S
",1
746,"airways EH R W EY Z
",6
747,"airy EH R IY
",7
748,"aisle AY L
",6
749,"aja AY AH
",1
750,"ajar AH JH AA R
",2
751,"akin AH K IH N
",10
752,"akita AH K IY T AH
",1
753,"akron AE K R AH N
",1
754,"al AE L
",25
755,"al's AE L Z
",2
756,"al. AE L
",1
757,"alabama AE L AH B AE M AH
",20
758,"alabamans AE L AH B AE M AH N Z
",1
759,"alabaster AE L AH B AE S T ER
",3
760,"alacrity AH L AE K R AH T IY
",2
761,"alai AH L AY
",1
762,"alain AH L EY N
",1
763,"alamein AE L AH M EY N
",1
764,"alamo AE L AH M OW
",1
765,"alan AE L AH N
",5
766,"alarm AH L AA R M
",16
767,"alarmed AH L AA R M D
",8
768,"alarming AH L AA R M IH NG
",1
769,"alarmingly AH L AA R M IH NG L IY
",2
770,"alarmist AH L AA R M AH S T
",1
771,"alarms AH L AA R M Z
",1
772,"alas AH L AE S
",10
773,"alaska AH L AE S K AH
",22
774,"alba AE L B AH
",1
775,"albacore AE L B AH K AO R
",1
776,"albania AE L B EY N IY AH
",3
777,"albanian AE L B EY N IY AH N
",2
778,"albanians AE L B EY N IY AH N Z
",2
779,"albany AO L B AH N IY
",11
780,"albeit AO L B IY IH T
",2
781,"albers AO L B ER Z
",1
782,"albert AE L B ER T
",29
783,"alberto AE L B ER T OW
",2
784,"albright AO L B R AY T
",3
785,"albright's AO L B R AY T S
",2
786,"album AE L B AH M
",6
787,"albumin AE L B Y UW M AH N
",10
788,"albums AE L B AH M Z
",2
789,"alchemy AE L K AH M IY
",1
790,"alcohol AE L K AH HH AA L
",13
791,"alcoholic AE L K AH HH AA L IH K
",3
792,"alcoholics AE L K AH HH AA L IH K S
",4
793,"alcoholism AE L K AH HH AO L IH Z AH M
",1
794,"alcohols AE L K AH HH AA L Z
",2
795,"alcorn AA L K AO R N
",2
796,"alcoves AE L K OW V Z
",5
797,"alden AA L D AH N
",2
798,"alderman AO L D ER M AH N
",1
799,"aldermen AO L D ER M IH N
",2
800,"aldo AA L D OW
",1
801,"aldridge AO L D R IH JH
",1
802,"ale EY L
",1
803,"alec AE L IH K
",25
804,"alert AH L ER T
",33
805,"alerted AH L ER T IH D
",3
806,"alerting AH L ER T IH NG
",4
807,"alertly AH L ER T L IY
",1
808,"alertness AH L ER T N AH S
",2
809,"alerts AH L ER T S
",1
810,"alessio AH L EH S IY OW
",1
811,"alex AE L AH K S
",30
812,"alex's AE L AH K S IH Z
",10
813,"alexander AE L AH G Z AE N D ER
",45
814,"alexander's AE L AH G Z AE N D ER Z
",3
815,"alexandre AE L IH K S AA N D ER
",2
816,"alexandria AE L AH G Z AE N D R IY AH
",4
817,"alexei AH L EH K S EY
",1
818,"alexis AH L EH K S IH S
",2
819,"alf AE L F
",2
820,"alfa AE L F AH
",1
821,"alfonso AE L F AA N S OW
",1
822,"alfred AE L F R AH D
",52
823,"alfredo AE L F R EY D OW
",3
824,"algae AE L JH IY
",7
825,"algebra AE L JH AH B R AH
",2
826,"algebraic AE L JH AH B R EY IH K
",1
827,"algebraically AE L JH AH B R EY IH K L IY
",3
828,"alger AE L JH ER
",1
829,"algeria AE L JH IH R IY AH
",2
830,"algerian AE L JH IH R IY AH N
",5
831,"algol AE L G AA L
",3
832,"algorithm AE L G ER IH DH AH M
",1
833,"alias EY L IY AH S
",1
834,"alibi AE L AH B AY
",8
835,"alibis AE L AH B AY Z
",1
836,"alice AE L AH S
",14
837,"alicia AH L IH SH AH
",4
838,"alien EY L IY AH N
",16
839,"alienate EY L Y AH N EY T
",2
840,"alienated EY L IY AH N EY T IH D
",6
841,"alienates EY L IY AH N EY T S
",1
842,"alienation EY L IY AH N EY SH AH N
",22
843,"aliens EY L IY AH N Z
",3
844,"alight AH L AY T
",3
845,"align AH L AY N
",2
846,"aligned AH L AY N D
",6
847,"aligning AH L AY N IH NG
",1
848,"alignment AH L AY N M AH N T
",4
849,"alignments AH L AY N M AH N T S
",1
850,"alike AH L AY K
",20
851,"alimony AE L AH M OW N IY
",2
852,"alison AE L IH S AH N
",1
853,"alive AH L AY V
",57
854,"alix AE L IH K S
",2
855,"alkali AE L K AH L AY
",4
856,"alkaline AE L K AH L AY N
",2
857,"alkaloids AE L K AH L OY D Z
",1
858,"all AO L
",3001
859,"all-out AO L AW T
",6
860,"all-purpose AO L P ER P AH S
",1
861,"all-star AO L S T AA R
",1
862,"all-time AO L T AY M
",3
863,"alla AA L AH
",2
864,"allah AA L AH
",1
865,"allan AE L AH N
",4
866,"allay AH L EY
",2
867,"allegations AE L AH G EY SH AH N Z
",5
868,"allege AH L EH JH
",1
869,"alleged AH L EH JH D
",10
870,"allegedly AH L EH JH AH D L IY
",4
871,"alleghenies AE L AH G EY N IY Z
",1
872,"allegheny AE L AH G EY N IY
",1
873,"allegiance AH L IY JH AH N S
",4
874,"allegiances AE L IY JH IY AE N S IH Z
",1
875,"alleging AH L EH JH IH NG
",3
876,"allegorical AE L AH G AO R AH K AH L
",3
877,"allegory AE L AH G AO R IY
",3
878,"allegretti AA L EH G R EH T IY
",1
879,"allegro AH L EH G R OW
",2
880,"allen AE L AH N
",20
881,"allen's AE L AH N Z
",1
882,"allergic AH L ER JH IH K
",2
883,"allergies AE L ER JH IY Z
",1
884,"allergy AE L ER JH IY
",1
885,"alleviate AH L IY V IY EY T
",5
886,"alleviating AH L IY V IY EY T IH NG
",1
887,"alleviation AH L IY V IY EY SH AH N
",2
888,"alley AE L IY
",8
889,"alleys AE L IY Z
",1
890,"alleyways AE L IY W EY Z
",1
891,"alliance AH L AY AH N S
",20
892,"alliance's AH L AY AH N S IH Z
",1
893,"alliances AH L AY AH N S AH Z
",1
894,"allied AH L AY D
",29
895,"allies AE L AY Z
",30
896,"alligator AE L AH G EY T ER
",4
897,"allison AE L AH S AH N
",1
898,"allison's AE L IH S AH N Z
",1
899,"alliteration AH L IH T ER EY SH AH N
",1
900,"alliterative AH L IH T ER AH T IH V
",1
901,"allocate AE L AH K EY T
",3
902,"allocated AE L AH K EY T IH D
",5
903,"allocation AE L AH K EY SH AH N
",17
904,"allocations AE L AH K EY SH AH N Z
",2
905,"allot AH L AA T
",1
906,"alloted AH L AA T IH D
",1
907,"allotment AH L AA T M AH N T
",39
908,"allotments AH L AA T M AH N T S
",10
909,"allotted AH L AA T IH D
",10
910,"allotting AH L AA T IH NG
",1
911,"allow AH L AW
",72
912,"allowable AH L AW AH B AH L
",5
913,"allowance AH L AW AH N S
",16
914,"allowances AH L AW AH N S IH Z
",25
915,"allowed AH L AW D
",86
916,"allowing AH L AW IH NG
",31
917,"allows AH L AW Z
",19
918,"alloy AE L OY
",3
919,"alloys AE L OY Z
",3
920,"alluded AH L UW D IH D
",1
921,"alludes AH L UW D Z
",1
922,"alluding AH L UW D IH NG
",1
923,"allure AH L UH R
",1
924,"alluring AH L UH R IH NG
",1
925,"allusion AH L UW ZH AH N
",3
926,"allusions AH L UW ZH AH N Z
",5
927,"ally AE L AY
",9
928,"alma AA L M AH
",7
929,"almaden AA L M AH D EH N
",1
930,"almanac AA L M AH N AE K
",1
931,"almighty AO L M AY T IY
",5
932,"almond AA M AH N D
",1
933,"almonds AA L M AH N D Z
",3
934,"almost AO L M OW S T
",432
935,"aloft AH L AO F T
",3
936,"alone AH L OW N
",195
937,"along AH L AO NG
",355
938,"alongside AH L AO NG S AY D
",15
939,"aloof AH L UW F
",5
940,"aloofness AH L UW F N AH S
",1
941,"aloud AH L AW D
",13
942,"alpers AE L P ER Z
",2
943,"alpert AE L P ER T
",5
944,"alpha AE L F AH
",6
945,"alphabet AE L F AH B EH T
",2
946,"alphabetic AE L F AH B EH T IH K
",1
947,"alphabetical AE L F AH B EH T IH K AH L
",4
948,"alphabetized AE L F AH B AH T AY Z D
",1
949,"alpharetta AE L F ER EH T AH
",1
950,"alphonse AE L F AA N Z
",1
951,"alps AE L P S
",2
952,"already AO L R EH D IY
",273
953,"alsatian AE L S EY SH AH N
",3
954,"also AO L S OW
",1069
955,"alsop AE L S AA P
",3
956,"altar AO L T ER
",5
957,"altenburg AO L T AH N B ER G
",4
958,"alter AO L T ER
",15
959,"alteration AO L T ER EY SH AH N
",7
960,"alterations AO L T ER EY SH AH N Z
",7
961,"altercation AA L T ER K EY SH AH N
",1
962,"altered AO L T ER D
",22
963,"altering AO L T ER IH NG
",4
964,"alterman AO L T ER M AH N
",1
965,"alternate AO L T ER N AH T
",11
966,"alternated AO L T ER N EY T IH D
",1
967,"alternately AO L T ER N AH T L IY
",7
968,"alternating AO L T ER N EY T IH NG
",1
969,"alternation AO L T ER N EY SH AH N
",2
970,"alternative AO L T ER N AH T IH V
",34
971,"alternatively AO L T ER N AH T IH V L IY
",3
972,"alternatives AO L T ER N AH T IH V Z
",17
973,"alters AO L T ER Z
",1
974,"althaus AE L T HH AW S
",1
975,"althea AE L TH IY AH
",1
976,"although AO L DH OW
",321
977,"altitude AE L T AH T UW D
",4
978,"alto AE L T OW
",4
979,"altogether AO L T AH G EH DH ER
",30
980,"alton AO L T AH N
",2
981,"altruism AE L T R UW IH Z AH M
",1
982,"alum AE L AH M
",1
983,"aluminum AH L UW M AH N AH M
",18
984,"alumnae AH L AH M N EY
",1
985,"alumni AH L AH M N AY
",9
986,"alva AE L V AH
",2
987,"alvarez AE L V ER EH Z
",3
988,"alvear AA L V IH R
",1
989,"alveolar AE L V IY AH L ER
",9
990,"alveoli AE L V IY AH L AY
",4
991,"alvin AE L V IH N
",6
992,"always AO L W EY Z
",458
993,"alwin AE L W IH N
",2
994,"am AE M
",237
995,"ama EY EH M EY
",1
996,"amado AA M AA D OW
",1
997,"amalgamated AH M AE L G AH M EY T IH D
",1
998,"amalgamation AH M AE L G AH M EY SH AH N
",1
999,"amaral AA M AA R AE L
",1
1000,"amass AH M AE S
",2
1001,"amassing AH M AE S IH NG
",1
1002,"amateur AE M AH T ER
",25
1003,"amateurish AE M AH CH ER IH SH
",3
1004,"amateurs AE M AH T ER Z
",2
1005,"amaze AH M EY Z
",3
1006,"amazed AH M EY Z D
",11
1007,"amazement AH M EY Z M AH N T
",10
1008,"amazing AH M EY Z IH NG
",20
1009,"amazingly AH M EY Z IH NG L IY
",3
1010,"amazon AE M AH Z AA N
",2
1011,"amazons AE M AH Z AA N Z
",1
1012,"ambassador AE M B AE S AH D ER
",22
1013,"ambassador's AE M B AE S AH D ER Z
",1
1014,"ambassadors AE M B AE S AH D ER Z
",6
1015,"amber AE M B ER
",3
1016,"ambiance AE M B IY AH N S
",1
1017,"ambidextrous AE M B AH D EH K S T R AH S
",1
1018,"ambiguities AE M B AH G Y UW AH T IY Z
",7
1019,"ambiguity AE M B IH G Y UW AH T IY
",11
1020,"ambiguous AE M B IH G Y UW AH S
",22
1021,"ambition AE M B IH SH AH N
",19
1022,"ambitions AE M B IH SH AH N Z
",15
1023,"ambitious AE M B IH SH AH S
",16
1024,"ambitiously AE M B IH SH AH S L IY
",1
1025,"ambivalence AE M B IH V AH L AH N S
",5
1026,"ambivalent AE M B IH V AH L AH N T
",6
1027,"ambled AE M B AH L D
",1
1028,"ambler AE M B L ER
",1
1029,"ambling AE M B AH L IH NG
",1
1030,"ambrose AE M B R OW Z
",1
1031,"ambrosial AE M B R OW ZH AH L
",1
1032,"ambulance AE M B Y AH L AH N S
",6
1033,"ambulances AE M B Y AH L AH N S AH Z
",1
1034,"ambulatory AE M B Y AH L AH T AO R IY
",1
1035,"ambush AE M B UH SH
",7
1036,"ambushed AE M B UH SH T
",2
1037,"ambushes AE M B UH SH IH Z
",1
1038,"amen EY M EH N
",19
1039,"amenable AH M EH N AH B AH L
",3
1040,"amend AH M EH N D
",2
1041,"amended AH M EH N D IH D
",14
1042,"amending AH M EH N D IH NG
",1
1043,"amendment AH M EH N D M AH N T
",23
1044,"amendment's AH M EH N D M AH N T S
",1
1045,"amendments AH M EH N D M AH N T S
",7
1046,"america AH M EH R AH K AH
",194
1047,"america's AH M EH R AH K AH Z
",22
1048,"american AH M EH R AH K AH N
",569
1049,"american's AH M EH R IH K AH N Z
",1
1050,"americana AH M EH R AH K AE N AH
",5
1051,"americans AH M EH R AH K AH N Z
",93
1052,"americas AH M EH R AH K AH Z
",1
1053,"amiable EY M IY AH B AH L
",2
1054,"amicable AE M IH K AH B AH L
",1
1055,"amicably AE M IH K AH B L IY
",1
1056,"amid AH M IH D
",14
1057,"amide EY M AY D
",1
1058,"amidst AH M IH D S T
",3
1059,"amigo AH M IY G OW
",2
1060,"amino AH M IY N OW
",1
1061,"amis AE M IH S
",1
1062,"amiss AH M IH S
",2
1063,"amity AE M IH T IY
",1
1064,"ammo AE M OW
",4
1065,"ammonium AH M OW N IY AH M
",1
1066,"ammunition AE M Y AH N IH SH AH N
",18
1067,"among AH M AH NG
",370
1068,"amongst AH M AH NG S T
",4
1069,"amoral EY M AO R AH L
",2
1070,"amorist AE M ER AH S T
",1
1071,"amorous AE M ER AH S
",2
1072,"amorphous AH M AO R F AH S
",6
1073,"amortization AE M ER T IH Z EY SH AH N
",3
1074,"amortize AE M ER T AY Z
",2
1075,"amory EY M ER IY
",1
1076,"amos EY M AH S
",3
1077,"amount AH M AW N T
",172
1078,"amounted AH M AW N T IH D
",5
1079,"amounting AH M AW N T IH NG
",1
1080,"amounts AH M AW N T S
",44
1081,"amp AE M P
",3
1082,"amphetamines AE M F EH T AH M IY N Z
",1
1083,"amphibious AE M F IH B IY AH S
",1
1084,"amphitheater AE M F AH TH IY EY T ER
",1
1085,"ample AE M P AH L
",16
1086,"amplification AE M P L AH F AH K EY SH AH N
",2
1087,"amplified AE M P L AH F AY D
",6
1088,"amplifier AE M P L AH F AY ER
",6
1089,"amplifiers AE M P L AH F AY ER Z
",1
1090,"amplify AE M P L AH F AY
",1
1091,"amplifying AE M P L AH F AY IH NG
",1
1092,"amplitude AE M P L AH T UW D
",6
1093,"amply AE M P L IY
",4
1094,"amputated AE M P Y AH T EY T IH D
",1
1095,"amsterdam AE M S T ER D AE M
",3
1096,"amulet AE M Y AH L AH T
",1
1097,"amulets AE M Y AH L AH T S
",1
1098,"amuse AH M Y UW Z
",3
1099,"amused AH M Y UW Z D
",9
1100,"amusement AH M Y UW Z M AH N T
",7
1101,"amusements AH M Y UW Z M AH N T S
",2
1102,"amusing AH M Y UW Z IH NG
",14
1103,"amusingly AH M Y UW Z IH NG L IY
",2
1104,"amy EY M IY
",15
1105,"an AE N
",3740
1106,"ana AA N AH
",1
1107,"anabaptist AE N AH B AE P T AH S T
",1
1108,"anachronism AH N AE K R AH N IH Z AH M
",3
1109,"anachronisms AH N AE K R AH N IH Z AH M Z
",2
1110,"anaconda AE N AH K AA N D AH
",14
1111,"anaerobic AE N ER OW B IH K
",1
1112,"anaesthesia AE N AH S TH IY ZH AH
",1
1113,"anagram AE N AH G R AE M
",1
1114,"analogies AH N AE L AH JH IY Z
",4
1115,"analogous AH N AE L AH G AH S
",8
1116,"analogue AE N AH L AO G
",1
1117,"analogy AH N AE L AH JH IY
",13
1118,"analyses AH N AE L AH S IY Z
",13
1119,"analysis AH N AE L AH S AH S
",108
1120,"analyst AE N AH L IH S T
",7
1121,"analyst's AE N AH L IH S T S
",3
1122,"analysts AE N AH L IH S T S
",6
1123,"analytic AE N AH L IH T IH K
",16
1124,"analytical AE N AH L IH T IH K AH L
",9
1125,"analytically AE N AH L IH T IH K L IY
",1
1126,"analyticity AE N AH L AH T IH S AH T IY
",1
1127,"analyzable AE N AH L AY Z AH B AH L
",1
1128,"analyze AE N AH L AY Z
",10
1129,"analyzed AE N AH L AY Z D
",14
1130,"analyzer AE N AH L AY Z ER
",1
1131,"analyzes AE N AH L AY Z IH Z
",2
1132,"analyzing AE N AH L AY Z IH NG
",8
1133,"anania AA N AA N IY AH
",1
1134,"anarchic AE N AA R K IH K
",1
1135,"anarchical AE N AA R K IH K AH L
",2
1136,"anarchist AE N ER K IH S T
",1
1137,"anarchy AE N ER K IY
",7
1138,"anatole AE N AH T OW L
",1
1139,"anatomic AE N AH T AA M IH K
",1
1140,"anatomical AE N AH T AA M AH K AH L
",9
1141,"anatomically AE N AH T AA M AH K L IY
",2
1142,"anatomy AH N AE T AH M IY
",9
1143,"ancel AH N S EH L
",1
1144,"ancestor AE N S EH S T ER
",7
1145,"ancestors AE N S EH S T ER Z
",6
1146,"ancestral AE N S EH S T R AH L
",5
1147,"ancestry AE N S EH S T R IY
",8
1148,"anchor AE NG K ER
",15
1149,"anchorage AE NG K ER AH JH
",1
1150,"anchored AE NG K ER D
",10
1151,"anchoring AE NG K ER IH NG
",1
1152,"anchors AE NG K ER Z
",2
1153,"anchovy AE N CH OW V IY
",1
1154,"ancient EY N CH AH N T
",69
1155,"ancients EY N CH AH N T S
",1
1156,"ancillary AE N S AH L EH R IY
",2
1157,"and AH N D
",28853
1158,"andean AE N D IY AH N
",2
1159,"anderlini AE N D ER L IY N IY
",1
1160,"anders AE N D ER Z
",2
1161,"andersen AE N D ER S AH N
",1
1162,"anderson AE N D ER S AH N
",13
1163,"anderson's AE N D ER S AH N Z
",4
1164,"andover AE N D OW V ER
",3
1165,"andre AA N D R EY
",3
1166,"andrea AE N D R IY AH
",4
1167,"andrei AE N D R EY
",18
1168,"andres AA N D R EY Z
",1
1169,"andrew AE N D R UW
",12
1170,"andrews AE N D R UW Z
",2
1171,"andrus AE N D R AH S
",12
1172,"andy AE N D IY
",33
1173,"andy's AE N D IY Z
",4
1174,"anecdotal AE N AH K D OW T AH L
",1
1175,"anecdote AE N AH K D OW T
",9
1176,"anecdotes AE N AH K D OW T S
",4
1177,"anemia AH N IY M IY AH
",5
1178,"anemic AH N IY M IH K
",1
1179,"anesthetic AE N AH S TH EH T IH K
",1
1180,"anesthetics AE N AH S TH EH T IH K S
",1
1181,"anew AH N UW
",6
1182,"angel EY N JH AH L
",18
1183,"angel's EY N JH AH L Z
",3
1184,"angeles AE N JH AH L IH S
",47
1185,"angeles' AE N JH AH L IY Z
",3
1186,"angelic AE N JH EH L IH K
",2
1187,"angelica AE N JH EH L IH K AH
",1
1188,"angelico AA NG G EH L IY K OW
",1
1189,"angelina AE N JH EH L IY N AH
",4
1190,"angell EY N JH AH L
",1
1191,"angelo AE N JH AH L OW
",8
1192,"angelo's AE N JH AH L OW Z
",2
1193,"angels EY N JH AH L Z
",24
1194,"anger AE NG G ER
",48
1195,"angered AE NG G ER D
",1
1196,"angie AE N JH IY
",17
1197,"angle AE NG G AH L
",51
1198,"angles AE NG G AH L Z
",11
1199,"anglia AE NG G L IY AH
",1
1200,"anglican AE NG G L AH K AH N
",11
1201,"anglicans AE NG G L IH K AH N Z
",2
1202,"angling AE NG G L IH NG
",1
1203,"angola AE NG G OW L AH
",3
1204,"angriest AE NG G R IY AH S T
",1
1205,"angrily AE NG G R AH L IY
",7
1206,"angry AE NG G R IY
",45
1207,"angst AA NG K S T
",2
1208,"anguish AE NG G W IH SH
",8
1209,"anguished AE NG G W IH SH T
",2
1210,"angular AE NG G Y AH L ER
",16
1211,"aniline AE N AH L IY N
",1
1212,"animal AE N AH M AH L
",68
1213,"animal's AE N AH M AH L Z
",3
1214,"animals AE N AH M AH L Z
",58
1215,"animate AE N AH M AH T
",1
1216,"animated AE N AH M EY T IH D
",5
1217,"animation AE N AH M EY SH AH N
",2
1218,"animism AE N AH M IH Z AH M
",1
1219,"animosity AE N AH M AA S AH T IY
",3
1220,"anion AE N AY AO N
",1
1221,"anions AE N AY AO N Z
",1
1222,"anise AE N AH S
",2
1223,"anita AH N IY T AH
",2
1224,"ankara AE NG K ER AH
",1
1225,"ankle AE NG K AH L
",8
1226,"ankles AE NG K AH L Z
",7
1227,"ann AE N
",29
1228,"ann's AE N Z
",2
1229,"anna AE N AH
",7
1230,"annals AE N AH L Z
",4
1231,"annapolis AH N AE P AH L IH S
",7
1232,"anne AE N
",42
1233,"anne's AE N Z
",4
1234,"annex AE N EH K S
",1
1235,"annie AE N IY
",1
1236,"annihilate AH N AY AH L EY T
",1
1237,"annihilation AH N AY AH L EY SH AH N
",6
1238,"anniston AE N AH S T AH N
",17
1239,"anniversaries AE N AH V ER S ER IY Z
",1
1240,"anniversary AE N AH V ER S ER IY
",21
1241,"announce AH N AW N S
",18
1242,"announced AH N AW N S T
",88
1243,"announcement AH N AW N S M AH N T
",24
1244,"announcements AH N AW N S M AH N T S
",6
1245,"announcer AH N AW N S ER
",2
1246,"announcers AH N AW N S ER Z
",1
1247,"announces AH N AW N S IH Z
",3
1248,"announcing AH N AW N S IH NG
",7
1249,"annoy AH N OY
",2
1250,"annoyance AH N OY AH N S
",9
1251,"annoyances AH N OY AH N S IH Z
",1
1252,"annoyed AH N OY D
",7
1253,"annoying AH N OY IH NG
",6
1254,"annoys AH N OY Z
",1
1255,"annual AE N Y UW AH L
",93
1256,"annually AE N Y UW AH L IY
",14
1257,"annum AE N AH M
",3
1258,"anode AE N OW D
",77
1259,"anodes AE N OW D Z
",1
1260,"anomalies AH N AA M AH L IY Z
",1
1261,"anomalous AH N AA M AH L AH S
",1
1262,"anomaly AH N AA M AH L IY
",1
1263,"anomie AE N AH M IY
",1
1264,"anonymity AE N AH N IH M IH T IY
",2
1265,"anonymous AH N AA N AH M AH S
",17
1266,"anorexia AE N ER EH K S IY AH
",1
1267,"another AH N AH DH ER
",684
1268,"another's AH N AH DH ER Z
",5
1269,"anselmo AA N S EH L M OW
",1
1270,"ansley AE N S L IY
",1
1271,"anson AE N S AH N
",1
1272,"answer AE N S ER
",152
1273,"answerable AE N S ER AH B AH L
",1
1274,"answered AE N S ER D
",67
1275,"answering AE N S ER IH NG
",14
1276,"answers AE N S ER Z
",44
1277,"ant AE N T
",6
1278,"antagonism AE N T AE G AH N IH Z AH M
",9
1279,"antagonisms AE N T AE G AH N IH Z AH M Z
",2
1280,"antagonist AE N T AE G AH N AH S T
",3
1281,"antagonistic AE N T AE G AH N IH S T IH K
",4
1282,"antagonists AE N T AE G AH N AH S T S
",4
1283,"antagonize AE N T AE G AH N AY Z
",1
1284,"antarctica AE N T AA R K T IH K AH
",1
1285,"antares AE N T EH R IY Z
",1
